pr_number,number_of_comments,number_of_review_comments,number_of_commits,lines_of_code_changed,number_of_files_changed,number_of_reviewers,number_of_approvals,labels,time_to_first_response,number_of_assignees,review_duration,number_of_changes_requested,number_of_build_runs,number_of_build_failures,number_of_reviews_requested,number_of_revisions,issue_comments_text,issue_text,review_comments,repo,comments,comment_author_number,issue_text_wordiness,issue_comments_text_length,issue_comments_text_wordiness,code_changes_ratio,label_count,Issue Lifetime,day_of_week,weekday,Author PRs Opened,Open PRs at Open Date,Issues Closed in Last 2 Weeks,Issues Opened in Last 2 Weeks
28070,1,0,3,553,3,0,0,"['size:XS', '🤖:release']",0.0002777777777777778,0,18.101944444444445,0,0,0,0,3,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow walkthrough this pull request focuses on code style optimization by removing unnecessary template strings in the codebase the changes simplify the code without affecting functionality changes file summary components tabs style index ts removed unnecessary template strings around img width alt preview is ready src visual regression report for pr failed target branch master href target view full report expected branch master actual current pr diff tabs size compact png tabs size compact png tabs size compact png tabs size compact png tabs size compact png tabs size compact png tabs size compact css var png tabs size compact css var png tabs size dark png tabs size dark png tabs size dark png tabs size dark png tabs size dark png tabs size dark png tabs size dark css var png tabs size dark css var png tabs size default png tabs size default png tabs size default png tabs size default png tabs size default png tabs size default png tabs size default css var png tabs size default css var png important there are diffs found in this pr changed please check all items visual diff is acceptable size limit report path size kb kb open in stackblitz details summary more templates summary farm normal rsbuild normal umi normal vite normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href deploying ant design with nbsp href alt cloudflare pages src width nbsp cloudflare pages table tr td strong latest commit strong td td code code td tr tr td strong status strong td td nbsp nbsp deploy successful td tr tr td strong preview url strong td td href td tr tr td strong branch preview url strong td td href td tr table view logs codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,consider removing unnecessary template strings for and as well similar to the change made for this will further simplify the code,8,1,1,0,58,58.0,184.33333333333334,2,3,6,0,75,11,48,61
28069,1,0,1,3,2,1,1,"['lgtm', 'size:XS', 'langchain']",0.001388888888888889,0,18.433611111111112,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow img width alt preview is ready src visual regression report for pr passed target branch master href target view full report congrats no visual regression diff found img src width walkthrough this pull request addresses workflow issue related to the release process specifically fixing formatting problem in the ci configuration the change aims to correct the filename error encountered when extracting the website files from the release changes files summary github workflows site deploy yml fixes formatting issues to address filename errors in website extraction during release open in stackblitz details summary more templates summary farm normal vite normal rsbuild normal vite practice umi normal with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href bundle report changes will increase total bundle size by bytes this is within the configured threshold details summary detailed changes summary bundle name size change antd min array push bytes details codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues release website see describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese release website,,8,1,1,12,58,58.0,1.5,3,3,1,1,21,10,49,57
28073,1,0,1,5,2,1,1,"['lgtm', '🤖:nit', 'size:XS', 'Ɑ:  core']",0.0011111111111111111,0,10.070277777777777,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr failed target branch master href target view full report expected branch master actual current pr diff tabs size compact png tabs size compact png tabs size compact png tabs size compact png tabs size compact png tabs size compact png tabs size compact css var png tabs size compact css var png tabs size dark png tabs size dark png tabs size dark png tabs size dark png tabs size dark png tabs size dark png tabs size dark css var png tabs size dark css var png tabs size default png tabs size default png tabs size default png tabs size default png tabs size default png tabs size default png tabs size default css var png tabs size default css var png important there are diffs found in this pr changed please check all items visual diff is acceptable img width alt preview is ready src walkthrough this pull request addresses documentation improvement by fixing the missing border issue on the website sidebar the changes involve adjustments to the css styling to ensure the sidebar displays correctly changes files summary dumi theme slots sidebar index tsx adjusted css properties to fix the missing border issue on the sidebar including setting to and adding removed redundant height and padding styles deploying ant design with nbsp href alt cloudflare pages src width nbsp cloudflare pages table tr td strong latest commit strong td td code code td tr tr td strong status strong td td nbsp nbsp deploy successful td tr tr td strong preview url strong td td href td tr tr td strong branch preview url strong td td href td tr table view logs size limit report path size kb kb open in stackblitz details summary more templates summary farm normal rsbuild normal vite normal umi normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href bundle report changes will increase total bundle size by bytes this is within the configured threshold details summary detailed changes summary bundle name size change antd min array push bytes details codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs img width alt src change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chinese,the use of in css should be minimized as it can lead to specificity issues and make future maintenance harder consider refactoring the css to avoid using if possible paddingxxs,8,1,1,4,58,58.0,2.5,2,4,4,1,105,9,47,59
28075,1,0,1,2,1,1,1,"['lgtm', '🤖:nit', 'size:XS']",0.0011111111111111111,0,5.2844444444444445,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow img width alt preview is ready src visual regression report for pr failed target branch feature href target view full report expected branch feature actual current pr diff button color variant dark png button color variant dark png button color variant dark css var png button color variant dark css var png tabs size compact png tabs size compact png tabs size compact png tabs size compact png tabs size compact png tabs size compact png tabs size compact css var png tabs size compact css var png tabs size dark png tabs size dark png tabs size dark png tabs size dark png tabs size dark png tabs size dark png tabs size dark css var png tabs size dark css var png tabs size default png tabs size default png tabs size default png tabs size default png tabs size default png tabs size default png tabs size default css var png tabs size default css var png important there are diffs found in this pr changed please check all items visual diff is acceptable walkthrough this pull request merges changes from the master branch into feature branch it includes updates to locale files test files and configuration files as well as dependency version updates in the package json file changes files summary biome json added css formatter with single quote style components date picker locale ts added placeholders for year quarter month week and short names for weekdays and months in korean locale components divider index test tsx simplified jsx structure in test cases for divider component components divider demo variant tsx adjusted jsx formatting for divider component demo components float button group test tsx fixed indentation in test case components input otp index tsx fixed spacing issue in conditional statement components list item tsx simplified conditional rendering for actionscontent components locale ts corrected quote style in russian locale components locale ts corrected quote style in uzbek locale components table index en us md updated description for render function in english documentation components table index zh cn md updated description for render function in chinese documentation package json updated versions for several dependencies webpack config js fixed trailing comma issues in plugin configurations overview comment new and removed dependencies detected learn more about socket for github package new capabilities transitives size publisher npm rc field form href href kb href removed packages npm rc field form view full report size limit report path size kb kb open in stackblitz details summary more templates summary farm normal rsbuild normal umi normal vite normal vite practice with nextjs app router inline style with nextjs extract style with nextjs inline style with nextjs generate css on demand details href bundle report changes will increase total bundle size by this is within the configured threshold details summary detailed changes summary bundle name size change antd min array push details deploying ant design with nbsp href alt cloudflare pages src width nbsp cloudflare pages table tr td strong latest commit strong td td code code td tr tr td strong status strong td td nbsp nbsp deploy successful td tr tr td strong preview url strong td td href td tr tr td strong branch preview url strong td td href td tr table view logs codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on feature details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english chore merge master into feature chinese chore merge master into feature,ensure that the logic for focusing the next input cell is correct the condition should be carefully reviewed to ensure it behaves as expected when is greater than,8,1,1,5,57,57.0,2.0,2,1,5,0,76,17,46,55
28079,1,0,1,2,1,1,1,"['lgtm', '🤖:docs', 'size:XS']",0.0011111111111111111,0,2.638611111111111,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow img width alt preview is ready src visual regression report for pr passed target branch master href target view full report congrats no visual regression diff found img src width walkthrough this pull request addresses typo in the documentation of the function description for table columns the correction clarifies that the parameter represents the value object of the current row rather than the current column changes file summary components table index en us md fixed typo in the function description clarifying the meaning of the parameter open in stackblitz details summary more templates summary farm normal rsbuild normal vite normal umi normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here bundle report changes will decrease total bundle size by this is within the configured threshold details summary detailed changes summary bundle name size change antd min array push details thank you for your contribution if you have not yet joined our dingtalk community group please feel free to join us when joining please provide the link to this pr pr img src height,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues fix background and solution there typo in the last pr this fixes it change log language changelog english fix typo in render description of table column chinese,the description for the function has been corrected to accurately describe the parameter as the value object of the current row which resolves the previous typo,8,1,1,13,57,57.0,2.0,4,1,5,0,1,16,45,53
28084,1,0,1,6,1,1,1,"['lgtm', '🤖:docs', 'size:XS']",0.001388888888888889,0,1.3580555555555556,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr failed target branch master href target view full report expected branch master actual current pr diff list vertical dark png list vertical dark png list vertical dark png list vertical dark png list vertical dark png list vertical dark png list vertical dark css var png list vertical dark css var png important there are diffs found in this pr changed please check all items visual diff is acceptable img width alt preview is ready src walkthrough this pull request focuses on improving the documentation for the property of the table column in the ant design library the update clarifies the parameters used in the function to better reflect its actual usage as referenced in the rc table repository changes files summary components table index en us md components table index zh cn md updated the description of the property for table columns to clarify the parameters and thank you for your contribution if you have not yet joined our dingtalk community group please feel free to join us when joining please provide the link to this pr pr img src height open in stackblitz details summary more templates summary farm normal rsbuild normal umi normal vite normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href li jia nan sorry but the english description in my pr has mistake img width alt img src the description of should be changed to instead of current column could you please directly fix it or rather should open another pr plz open another pr codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what background and solution update documentation of property for table column to reflect the fact here in rc table src interface ts change log language changelog english improve description of table column chinese,the updated description for the function now accurately reflects the parameters and this change aligns with the actual implementation in rc table rc table,8,1,1,258,57,57.0,6.0,4,1,5,0,0,15,44,51
28087,1,0,1,2,1,1,1,"['lgtm', '🤖:docs', 'size:XS']",0.001388888888888889,0,0.4666666666666667,0,0,0,0,1,deploying ant design with nbsp href alt cloudflare pages src width nbsp cloudflare pages table tr td strong latest commit strong td td code code td tr tr td strong status strong td td nbsp nbsp deploy successful td tr tr td strong preview url strong td td href td tr tr td strong branch preview url strong td td href td tr table view logs href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow overview comment new and removed dependencies detected learn more about socket for github package new capabilities transitives size publisher npm types minimist none href kb href npm fast glob href href kb href npm qs none href kb href removed packages npm types lodash npm types qs npm types semver npm dotenv npm lz string npm prismjs view full report,upgrade dependencies,,8,1,1,8,57,57.0,2.0,4,2,3,1,29,13,53,54
27733,1,3,15,61,10,1,1,"['lgtm', '🤖:docs', 'size:M']",0.0011111111111111111,1,346.19972222222225,0,0,0,0,15,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr failed target branch master href target view full report expected branch master actual current pr diff tabs size compact png tabs size compact png tabs size compact png tabs size compact png tabs size compact png tabs size compact png tabs size compact css var png tabs size compact css var png tabs size dark png tabs size dark png tabs size dark png tabs size dark png tabs size dark png tabs size dark png tabs size dark css var png tabs size dark css var png tabs size default png tabs size default png tabs size default png tabs size default png tabs size default png tabs size default png tabs size default css var png tabs size default css var png important there are diffs found in this pr changed please check all items visual diff is acceptable walkthrough this pull request addresses bug fix related to the tabs component in the ant design library the issue was that the height of the tab was inconsistent when the size was set to small due to fixed minimum height for the add button the solution involved removing the fixed and adjusting the padding to ensure consistent height across different sizes changes file summary components tabs style index ts removed fixed for the add button and adjusted padding for consistent height across sizes img width alt preview is ready src open in stackblitz details summary more templates summary farm normal rsbuild normal umi normal vite normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href bundle report changes will increase total bundle size by warning exceeding the configured threshold of bundle name size change antd min array push warning codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here,bug issue fix tabs padding pr add button tab add button padding button add english fix incorrect small size style of tabs component when chinese small,the removal of is good approach to ensure the button height adjusts according to the tab size this change should resolve the inconsistency issue for small sized tabs,8,1,1,38,57,57.0,6.1,4,3,5,0,12,11,59,63
28082,1,0,2,4,1,1,1,"['lgtm', '🤖:docs', 'size:XS']",0.0016666666666666668,0,1.0419444444444443,0,0,0,0,2,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr passed target branch master href target view full report congrats no visual regression diff found img src width img width alt preview is ready src open in stackblitz details summary more templates summary farm normal rsbuild normal umi normal vite normal vite practice with nextjs app router inline style with nextjs extract style with nextjs inline style with nextjs generate css on demand details href bundle report changes will decrease total bundle size by bytes this is within the configured threshold details summary detailed changes summary bundle name size change antd min array push bytes details ci img width alt image src codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here,this is test case component style improvement related issues close background solution outline before export after export change log language changelog english add accessibility test for collapse component demos br improve focus style for better keyboard navigation experience chinese collapse demo br,,8,1,1,14,57,57.0,4.0,4,3,4,1,10,8,56,57
28080,1,0,1,2,1,1,1,"['lgtm', '🤖:docs', 'size:XS']",0.001388888888888889,0,1.4119444444444444,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr passed target branch master href target view full report congrats no visual regression diff found img src width img width alt preview is ready src overview comment new and removed dependencies detected learn more about socket for github package new capabilities transitives size publisher npm rc field form none href kb href href href more removed packages npm rc field form view full report size limit report path size kb kb open in stackblitz details summary more templates summary farm normal rsbuild normal vite normal umi normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href deploying ant design with nbsp href alt cloudflare pages src width nbsp cloudflare pages table tr td strong latest commit strong td td code code td tr tr td strong status strong td td nbsp nbsp deploy successful td tr tr td strong preview url strong td td href td tr tr td strong branch preview url strong td td href td tr table view logs codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues fix background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english fix form not reset field validation chinese form,,8,1,1,10,57,57.0,2.0,4,1,3,1,62,13,56,56
28083,1,0,1,2,1,1,1,"['lgtm', '🤖:docs', 'size:XS']",0.002777777777777778,0,0.7930555555555555,0,0,0,0,1,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr passed target branch master href target view full report congrats no visual regression diff found img src width img width alt preview is ready src walkthrough this pull request focuses on code style optimization by formatting the code using it includes updates to css rules particularly affecting the file changes files summary biome json added css formatter configuration for single quote style components divider index test tsx simplified jsx syntax in test cases components divider demo variant tsx adjusted jsx formatting for better readability components float button group test tsx fixed indentation in test case components input otp index tsx corrected spacing in conditional statement components list item tsx simplified conditional rendering logic components locale ts components locale ts unified quote style in locale files webpack config js added missing commas in plugin configurations open in stackblitz details summary more templates summary farm normal rsbuild normal vite normal umi normal vite practice with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href bundle report changes will decrease total bundle size by this is within the configured threshold details summary detailed changes summary bundle name size change antd min array push details codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues css format img width alt image src describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english format code chinese,simplified jsx syntax for rendering component simplified jsx syntax for rendering component adjusted jsx formatting for better readability adjusted jsx formatting for better readability adjusted jsx formatting for better readability fixed indentation in test case corrected spacing in conditional statement simplified conditional rendering logic unified quote style for consistency unified quote style for consistency unified quote style for consistency unified quote style for consistency added missing comma for consistency added missing comma for consistency added missing comma for consistency,8,1,1,12,57,57.0,2.0,4,2,2,1,22,10,57,55
28078,1,0,1,2,1,1,1,"['lgtm', '🤖:docs', 'size:XS']",0.009444444444444445,0,1.705,0,0,0,0,1,deploying ant design with nbsp href alt cloudflare pages src width nbsp cloudflare pages table tr td strong latest commit strong td td code code td tr tr td strong status strong td td nbsp build in progress td tr table view logs href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow,upgrade dependencies,,8,1,1,25,57,57.0,2.0,4,1,2,1,28,13,58,57
28067,1,0,2,16,2,0,0,"['🤖:nit', 'size:XS']",0.0011111111111111111,0,0.01611111111111111,0,0,0,0,2,href src alt review pr in stackblitz codeflow align left width height review this pull request in stackblitz codeflow visual regression report for pr passed target branch master href target view full report congrats no visual regression diff found img src width img width alt preview is ready src open in stackblitz details summary more templates summary rsbuild normal umi normal vite normal vite practice farm normal with nextjs app router inline style with nextjs extract style with nextjs generate css on demand with nextjs inline style details href bundle report changes will decrease total bundle size by this is within the configured threshold details summary detailed changes summary bundle name size change antd min array push details codecov report all modified and coverable lines are covered by tests project coverage is comparing base dropdown coverage el desc referral github comment pr comments ant design to head dropdown coverage el desc referral github comment pr comments ant design report is commits behind head on master details summary additional details and impacted files summary details umbrella view full report in codecov by sentry loudspeaker have feedback on the report share it here thank you for your contribution if you have not yet joined our dingtalk community group please feel free to join us when joining please provide the link to this pr pr img src height,first of all thank you for your contribution for requesting to pull new feature or bugfix please send it from feature bugfix branch based on the branch before submitting your pull request please make sure the checklist below is confirmed your pull requests will be merged after one of the collaborators approve thank you chinese template this is new feature bug fix site documentation improvement demo improvement component style improvement typescript definition improvement bundle size optimization performance optimization feature enhancement internationalization refactoring code style optimization test case branch merge workflow other about what related issues describe the source of related requirements such as links to relevant issue discussions for example close xxxx fix xxxx background and solution the specific problem to be addressed list the final api implementation and usage if needed if there are ui interaction changes consider providing screenshots or gifs there were some missing translations in korean so added them change log read keep changelog like cat tracks laser pointer describe the impact of the changes on developers not the solution approach reference language changelog english added korean translations in the datepicker component chinese,,8,1,1,0,58,58.0,8.0,1,2,2,1,0,13,59,57
